concept,style,color_0,count_0,color_1,count_1,color_2,count_2,color_3,count_3,color_4,count_4,color_dominant,method
celery,query,"[130, 66, 200]",44,"[112, 156, 47]",13581,"[163, 160, 73]",14611,"[184, 162, 136]",5535,"[166, 188, 42]",10671,"[80, 112, 15]",SAM
eggplant,query,"[134, 56, 82]",4838,"[112, 82, 151]",1993,"[143, 119, 78]",2739,"[181, 160, 170]",3746,"[168, 181, 90]",1550,"[48, 15, 16]",SAM
apple,query,"[202, 62, 51]",6475,"[222, 31, 33]",8195,"[169, 62, 248]",7,"[155, 161, 62]",1661,"[229, 196, 175]",2521,"[165, 17, 15]",SAM
carrot,query,"[9, 9, 203]",6,"[229, 93, 32]",6159,"[178, 181, 82]",806,"[247, 157, 33]",2526,"[229, 208, 175]",865,"[240, 144, 80]",SAM
tiger,query,"[100, 68, 41]",10126,"[62, 51, 197]",6,"[109, 97, 90]",9603,"[187, 154, 114]",7897,"[196, 184, 173]",8196,"[143, 112, 80]",SAM
tomato,query,"[141, 39, 183]",14,"[118, 106, 53]",3145,"[242, 64, 31]",5346,"[232, 105, 81]",8519,"[227, 171, 156]",2953,"[224, 30, 10]",SAM
peach,query,"[104, 22, 233]",9,"[171, 76, 66]",7190,"[220, 73, 53]",7825,"[241, 154, 64]",7758,"[220, 189, 137]",4796,"[239, 208, 112]",SAM
cherry,query,"[101, 37, 35]",6836,"[220, 51, 50]",5527,"[189, 108, 120]",5802,"[145, 168, 70]",4467,"[205, 183, 177]",4339,"[176, 16, 16]",SAM
banana,query,"[71, 43, 210]",53,"[119, 91, 30]",4069,"[207, 160, 30]",8028,"[155, 189, 31]",6978,"[208, 200, 172]",1508,"[240, 208, 15]",SAM
corn,query,"[102, 46, 205]",28,"[150, 80, 23]",5234,"[106, 144, 41]",6486,"[208, 136, 26]",16985,"[223, 200, 134]",6976,"[240, 176, 15]",SAM
mushroom,query,"[102, 82, 70]",6010,"[152, 88, 47]",1406,"[217, 74, 74]",555,"[169, 157, 150]",8154,"[180, 162, 120]",4008,"[213, 214, 198]",SAM
lion,query,"[9, 9, 203]",3,"[157, 107, 58]",11940,"[192, 122, 31]",4402,"[190, 162, 130]",7118,"[212, 235, 70]",18,"[121, 77, 37]",SAM
crocodile,query,"[81, 53, 188]",8,"[97, 93, 72]",5101,"[108, 107, 118]",6059,"[154, 138, 97]",1678,"[177, 171, 163]",5082,"[80, 80, 80]",SAM
penguin,query,"[36, 26, 207]",10,"[71, 70, 76]",10005,"[185, 144, 80]",1250,"[149, 151, 156]",10155,"[178, 174, 153]",4461,"[212, 214, 198]",SAM
mountains,query,"[74, 43, 172]",41,"[67, 72, 62]",14584,"[75, 83, 105]",8570,"[124, 128, 53]",2555,"[160, 142, 135]",5078,"[48, 47, 47]",SAM
elephant,query,"[91, 85, 117]",118,"[159, 118, 77]",4752,"[248, 42, 33]",4,"[140, 131, 76]",917,"[157, 138, 118]",4906,"[112, 80, 47]",SAM
ocean,query,"[7, 8, 248]",1,"[40, 99, 152]",8073,"[62, 138, 162]",14879,"[196, 169, 151]",2369,"[183, 203, 210]",8975,"[16, 48, 80]",SAM
grassland,query,"[70, 50, 180]",16,"[110, 86, 39]",9272,"[83, 103, 67]",4640,"[179, 131, 52]",10044,"[141, 144, 59]",10014,"[112, 112, 48]",SAM
flamingo,query,"[131, 69, 73]",5930,"[138, 116, 124]",4874,"[208, 88, 82]",4821,"[225, 155, 156]",7970,"[200, 168, 151]",2945,"[240, 208, 208]",SAM
lake,query,"[43, 73, 92]",5863,"[12, 33, 231]",3,"[121, 116, 93]",1584,"[69, 129, 182]",5250,"[162, 181, 199]",4097,"[48, 80, 111]",SAM
quiet_forest,query,"[63, 81, 39]",31303,"[121, 100, 63]",11708,"[60, 118, 37]",8522,"[141, 150, 135]",7060,"[148, 153, 83]",14963,"[48, 48, 15]",SAM
peacock,query,"[57, 81, 117]",1405,"[22, 72, 184]",705,"[92, 121, 79]",13606,"[73, 148, 51]",3832,"[150, 149, 133]",9084,"[80, 80, 48]",SAM
sky,query,"[18, 41, 248]",16,"[74, 144, 208]",5693,"[97, 165, 198]",18288,"[245, 214, 173]",3728,"[233, 226, 224]",14264,"[208, 239, 240]",SAM
desert,query,"[7, 8, 248]",1,"[104, 67, 49]",2675,"[164, 100, 56]",7186,"[173, 139, 104]",4556,"[220, 173, 105]",5052,"[220, 141, 69]",SAM
clear_sky,query,"[9, 58, 161]",3322,"[16, 84, 174]",6340,"[250, 65, 51]",3,"[107, 159, 208]",14974,"[183, 203, 220]",11366,"[79, 112, 176]",SAM
clear_sea,query,"[37, 94, 96]",5904,"[55, 134, 183]",6697,"[69, 172, 182]",23565,"[91, 174, 146]",17725,"[187, 196, 183]",12140,"[143, 176, 176]",SAM
glacier,query,"[50, 73, 100]",4376,"[104, 114, 69]",859,"[80, 137, 178]",7780,"[54, 195, 211]",3598,"[215, 227, 235]",11782,"[112, 176, 208]",SAM
forest,query,"[118, 21, 207]",9,"[62, 93, 33]",28588,"[98, 87, 46]",22651,"[139, 145, 58]",11809,"[166, 162, 140]",9536,"[48, 48, 15]",SAM
lively_forest,query,"[58, 91, 48]",24615,"[125, 105, 51]",19090,"[93, 145, 177]",3605,"[125, 163, 73]",16862,"[179, 180, 163]",13315,"[48, 48, 15]",SAM
polluted_sky,query,"[90, 85, 80]",24983,"[108, 145, 181]",2950,"[125, 163, 62]",461,"[179, 151, 107]",4221,"[185, 184, 182]",9897,"[58, 58, 57]",SAM
polluted_sea,query,"[88, 78, 66]",8933,"[55, 99, 108]",25995,"[65, 158, 148]",12156,"[198, 151, 86]",1811,"[181, 187, 189]",12601,"[16, 47, 48]",SAM
olive,queryclipart,"[117, 53, 200]",38,"[123, 148, 83]",9054,"[217, 147, 45]",1826,"[129, 179, 61]",4794,"[211, 211, 196]",4468,"[192, 174, 30]",SAM
tangerine,queryclipart,"[32, 73, 101]",1900,"[126, 60, 221]",31,"[232, 109, 24]",10125,"[184, 193, 126]",7668,"[247, 177, 36]",7842,"[240, 143, 16]",SAM
blueberry,queryclipart,"[53, 68, 104]",14688,"[54, 68, 172]",2863,"[85, 137, 57]",1818,"[103, 168, 34]",1726,"[144, 166, 200]",9143,"[86, 116, 163]",SAM
eggplant,queryclipart,"[96, 45, 82]",6675,"[178, 48, 142]",514,"[101, 122, 68]",2231,"[129, 172, 66]",3322,"[190, 170, 191]",3524,"[67, 17, 50]",SAM
grape,queryclipart,"[110, 56, 83]",1573,"[127, 50, 239]",9,"[104, 126, 44]",4719,"[110, 192, 45]",7967,"[202, 209, 158]",2290,"[185, 210, 47]",SAM
apple,queryclipart,"[100, 39, 34]",3919,"[166, 44, 39]",16244,"[85, 138, 56]",3470,"[236, 207, 166]",3887,"[220, 226, 36]",1993,"[230, 48, 56]",SAM
fox,queryclipart,"[120, 59, 37]",4089,"[92, 75, 72]",2365,"[215, 145, 75]",5108,"[205, 156, 125]",3542,"[233, 222, 209]",7531,"[240, 112, 47]",SAM
celery,queryclipart,"[93, 57, 136]",115,"[84, 101, 65]",3907,"[108, 152, 69]",11766,"[190, 221, 110]",9711,"[205, 216, 182]",4354,"[135, 186, 50]",SAM
carrot,queryclipart,"[91, 52, 175]",84,"[229, 93, 23]",6543,"[128, 160, 47]",8461,"[57, 187, 56]",1462,"[205, 202, 188]",3014,"[240, 143, 16]",SAM
cherry,queryclipart,"[124, 35, 34]",10361,"[141, 92, 194]",51,"[244, 36, 25]",2120,"[104, 141, 41]",11809,"[204, 181, 166]",3006,"[218, 21, 8]",SAM
peach,queryclipart,"[95, 28, 192]",8,"[168, 117, 95]",4373,"[113, 155, 65]",3396,"[117, 189, 54]",1236,"[240, 159, 83]",7012,"[247, 147, 99]",SAM
banana,queryclipart,"[122, 49, 207]",51,"[179, 151, 68]",13072,"[147, 162, 191]",2820,"[234, 174, 34]",16168,"[237, 230, 207]",8154,"[240, 208, 15]",SAM
mushroom,queryclipart,"[197, 54, 41]",5213,"[158, 101, 74]",7258,"[169, 104, 185]",747,"[92, 173, 152]",1472,"[199, 164, 74]",3443,"[236, 234, 186]",SAM
tiger,queryclipart,"[57, 60, 171]",64,"[100, 72, 53]",9691,"[193, 127, 63]",12818,"[215, 211, 206]",7312,"[232, 213, 174]",4744,"[247, 174, 48]",SAM
corn,queryclipart,"[160, 94, 228]",75,"[131, 146, 67]",7379,"[212, 135, 33]",6907,"[138, 189, 54]",12355,"[222, 225, 222]",6869,"[235, 188, 38]",SAM
tomato,queryclipart,"[73, 52, 111]",435,"[65, 116, 69]",4085,"[194, 69, 66]",11218,"[87, 158, 47]",1718,"[209, 163, 147]",4746,"[240, 15, 16]",SAM
penguin,queryclipart,"[213, 86, 69]",1552,"[225, 97, 179]",652,"[154, 166, 179]",4114,"[226, 173, 76]",2005,"[235, 232, 229]",15842,"[60, 58, 58]",SAM
crocodile,queryclipart,"[80, 105, 60]",9248,"[164, 79, 80]",401,"[134, 164, 80]",10121,"[216, 195, 101]",2072,"[201, 202, 185]",6029,"[84, 148, 61]",SAM
grassland,queryclipart,"[159, 69, 215]",20,"[104, 121, 69]",10440,"[113, 162, 60]",21571,"[155, 195, 209]",4197,"[208, 191, 99]",14945,"[175, 208, 47]",SAM
lion,queryclipart,"[119, 68, 41]",5517,"[106, 99, 205]",37,"[193, 98, 40]",4121,"[209, 177, 138]",3764,"[246, 209, 46]",3183,"[247, 135, 14]",SAM
mountains,queryclipart,"[57, 45, 214]",4,"[83, 89, 79]",3834,"[138, 146, 147]",2994,"[169, 249, 5]",2,"[233, 235, 233]",3324,"[48, 47, 47]",SAM
lake,queryclipart,"[107, 157, 84]",260,"[175, 133, 192]",28,"[166, 159, 151]",2351,"[61, 192, 176]",1075,"[235, 235, 234]",12845,"[225, 241, 240]",SAM
ocean,queryclipart,"[69, 122, 203]",2636,"[207, 88, 127]",1743,"[47, 163, 208]",20138,"[222, 186, 59]",2330,"[216, 209, 157]",3602,"[112, 208, 240]",SAM
quiet_forest,queryclipart,"[63, 48, 248]",4,"[79, 120, 57]",4417,"[136, 119, 59]",5060,"[129, 168, 46]",3011,"[196, 213, 194]",1980,"[48, 48, 15]",SAM
flamingo,queryclipart,"[201, 50, 59]",2142,"[213, 91, 128]",4942,"[109, 183, 190]",3176,"[218, 166, 119]",1739,"[226, 208, 80]",1257,"[239, 144, 176]",SAM
peacock,queryclipart,"[66, 112, 171]",3217,"[126, 129, 129]",5925,"[193, 119, 96]",781,"[111, 189, 166]",3362,"[202, 194, 104]",968,"[208, 208, 208]",SAM
elephant,queryclipart,"[113, 71, 196]",9,"[131, 127, 121]",15134,"[127, 153, 168]",7375,"[240, 127, 117]",1331,"[184, 203, 176]",2091,"[176, 175, 176]",SAM
forest,queryclipart,"[134, 94, 49]",6401,"[78, 119, 54]",12458,"[183, 57, 164]",43,"[208, 105, 31]",1597,"[174, 191, 186]",3853,"[110, 177, 83]",SAM
glacier,queryclipart,"[33, 99, 200]",972,"[71, 125, 157]",10375,"[147, 203, 226]",17830,"[241, 197, 66]",120,"[101, 235, 237]",8299,"[208, 239, 240]",SAM
desert,queryclipart,"[123, 55, 201]",15,"[93, 120, 72]",2393,"[208, 114, 48]",9388,"[193, 160, 120]",3553,"[246, 198, 25]",935,"[240, 175, 80]",SAM
sky,queryclipart,"[83, 89, 204]",2196,"[64, 155, 222]",11432,"[195, 200, 107]",1979,"[126, 207, 245]",47294,"[151, 224, 236]",20238,"[208, 239, 240]",SAM
clear_sky,queryclipart,"[59, 149, 225]",7140,"[250, 100, 66]",9,"[131, 201, 239]",18449,"[152, 222, 237]",23487,"[245, 245, 244]",37366,"[208, 239, 240]",SAM
clear_sea,queryclipart,"[51, 133, 145]",3309,"[58, 138, 175]",2184,"[127, 211, 221]",11764,"[169, 249, 5]",2,"[248, 225, 190]",2664,"[232, 231, 232]",SAM
lively_forest,queryclipart,"[61, 106, 66]",9246,"[145, 117, 71]",9160,"[189, 109, 48]",3773,"[143, 190, 53]",11560,"[177, 208, 189]",8165,"[105, 150, 30]",SAM
polluted_sea,queryclipart,"[72, 109, 110]",10813,"[68, 110, 158]",6088,"[189, 150, 95]",2824,"[209, 216, 220]",27662,"[218, 224, 197]",9474,"[100, 204, 220]",SAM
polluted_sky,queryclipart,"[183, 91, 81]",3743,"[116, 131, 147]",22545,"[131, 164, 59]",2782,"[206, 150, 59]",3646,"[196, 224, 197]",10583,"[208, 239, 240]",SAM
polluted_sky,photo,"[24, 24, 24]",812,"[17, 25, 40]",276,"[85, 95, 99]",627,"[151, 156, 140]",124,"[145, 157, 161]",458,"[47, 48, 47]",bg_remove
clear_sky,photo,"[9, 9, 25]",1076,"[10, 26, 26]",980,"[10, 34, 50]",1520,"[27, 95, 136]",365,"[8, 103, 167]",49,"[16, 48, 79]",bg_remove
quiet_forest,photo,"[14, 13, 13]",4148,"[29, 29, 14]",1707,"[70, 71, 60]",535,"[92, 66, 31]",88,"[150, 152, 148]",95,"[54, 56, 39]",bg_remove
ocean,photo,"[15, 20, 34]",2346,"[28, 28, 28]",2451,"[32, 89, 89]",1003,"[40, 92, 108]",888,"[76, 89, 93]",646,"[16, 48, 47]",bg_remove
lake,photo,"[8, 8, 24]",1403,"[13, 13, 13]",7134,"[19, 31, 31]",3120,"[50, 76, 106]",144,"[82, 88, 94]",508,"[24, 23, 55]",bg_remove
lively_forest,photo,"[12, 11, 11]",11200,"[82, 87, 37]",2164,"[108, 120, 40]",1372,"[157, 163, 150]",1003,"[179, 175, 80]",768,"[48, 48, 15]",bg_remove
forest,photo,"[9, 9, 9]",16725,"[26, 25, 11]",4511,"[76, 82, 40]",783,"[116, 122, 50]",418,"[143, 149, 139]",309,"[48, 48, 15]",bg_remove
sky,photo,"[12, 11, 26]",4425,"[15, 29, 29]",3716,"[12, 38, 72]",1117,"[18, 66, 122]",307,"[63, 87, 107]",1739,"[8, 24, 55]",bg_remove
clear_sea,photo,"[8, 24, 24]",8112,"[24, 24, 24]",9151,"[40, 87, 89]",1824,"[82, 88, 91]",2688,"[58, 150, 158]",701,"[47, 48, 47]",bg_remove
polluted_sea,photo,"[20, 22, 36]",4340,"[24, 24, 23]",14303,"[81, 89, 94]",9662,"[116, 142, 156]",4735,"[113, 144, 176]",996,"[47, 48, 47]",bg_remove
olive,photo,"[58, 35, 146]",77,"[80, 83, 23]",10767,"[128, 127, 28]",8900,"[192, 182, 49]",9364,"[208, 205, 159]",4269,"[57, 56, 8]",bg_remove
grassland,photo,"[14, 28, 9]",6964,"[62, 77, 19]",4027,"[103, 125, 29]",2215,"[116, 165, 21]",1872,"[172, 209, 47]",1455,"[48, 48, 15]",bg_remove
desert,photo,"[26, 27, 14]",5374,"[47, 29, 15]",7706,"[78, 50, 24]",4440,"[130, 85, 44]",1344,"[201, 140, 76]",749,"[40, 23, 7]",bg_remove
mushroom,photo,"[8, 13, 86]",38,"[8, 8, 227]",4,"[125, 92, 36]",13312,"[187, 156, 116]",13213,"[212, 199, 181]",11384,"[79, 47, 15]",bg_remove
cherry,photo,"[185, 15, 23]",6271,"[182, 53, 71]",3829,"[189, 94, 140]",1961,"[142, 132, 49]",2220,"[183, 155, 159]",2988,"[129, 9, 12]",bg_remove
flamingo,photo,"[11, 14, 125]",38,"[120, 69, 66]",5163,"[182, 88, 61]",3863,"[12, 140, 19]",7,"[227, 99, 40]",3722,"[240, 175, 144]",bg_remove
penguin,photo,"[45, 47, 63]",8745,"[50, 51, 48]",13298,"[57, 45, 214]",8,"[107, 101, 97]",9816,"[162, 162, 158]",20150,"[208, 208, 208]",bg_remove
peacock,photo,"[65, 61, 46]",12479,"[16, 58, 173]",12575,"[156, 48, 12]",132,"[98, 117, 126]",14334,"[113, 131, 79]",3204,"[7, 16, 64]",bg_remove
apple,photo,"[145, 58, 33]",16447,"[186, 58, 40]",11523,"[197, 147, 53]",11501,"[240, 209, 189]",6314,"[240, 214, 145]",8799,"[95, 13, 11]",bg_remove
carrot,photo,"[19, 23, 69]",317,"[10, 17, 220]",27,"[176, 59, 12]",14347,"[110, 139, 53]",8424,"[208, 148, 95]",9418,"[237, 127, 39]",bg_remove
tangerine,photo,"[22, 21, 73]",209,"[47, 6, 232]",21,"[142, 55, 16]",11055,"[216, 92, 10]",19255,"[214, 173, 111]",3766,"[240, 144, 15]",bg_remove
crocodile,photo,"[13, 15, 149]",18,"[84, 67, 31]",17434,"[135, 130, 104]",11604,"[130, 144, 163]",17611,"[169, 249, 5]",2,"[47, 48, 47]",bg_remove
eggplant,photo,"[71, 51, 41]",23110,"[103, 43, 79]",6201,"[116, 104, 66]",9633,"[170, 164, 181]",14850,"[166, 180, 104]",9707,"[48, 15, 16]",bg_remove
peach,photo,"[181, 62, 36]",16170,"[212, 120, 35]",11963,"[221, 149, 136]",9905,"[244, 190, 97]",7078,"[246, 216, 165]",6009,"[128, 18, 12]",bg_remove
grape,photo,"[28, 25, 39]",7694,"[67, 39, 24]",3968,"[79, 102, 146]",3357,"[167, 161, 153]",772,"[137, 249, 5]",3,"[48, 47, 79]",bg_remove
tomato,photo,"[34, 21, 145]",136,"[98, 107, 58]",6326,"[203, 45, 9]",33473,"[228, 108, 38]",19681,"[239, 192, 169]",8741,"[160, 14, 8]",bg_remove
mountains,photo,"[18, 52, 86]",4248,"[140, 38, 17]",59,"[89, 114, 124]",11763,"[68, 121, 159]",18267,"[161, 166, 174]",8777,"[18, 79, 128]",bg_remove
banana,photo,"[42, 28, 158]",60,"[91, 68, 25]",8332,"[160, 121, 26]",11031,"[222, 173, 37]",15053,"[235, 210, 155]",5335,"[247, 237, 153]",bg_remove
glacier,photo,"[8, 23, 23]",16199,"[28, 45, 45]",10145,"[42, 67, 84]",6332,"[67, 112, 137]",2537,"[107, 180, 208]",1840,"[16, 48, 47]",bg_remove
fox,photo,"[143, 81, 36]",5904,"[111, 107, 110]",5358,"[217, 133, 51]",6653,"[217, 169, 130]",8068,"[186, 185, 192]",4696,"[40, 25, 17]",bg_remove
elephant,photo,"[35, 21, 21]",7233,"[9, 8, 228]",7,"[152, 115, 82]",18684,"[215, 172, 128]",16633,"[155, 221, 39]",19,"[111, 79, 47]",bg_remove
corn,photo,"[14, 14, 147]",46,"[80, 62, 21]",5096,"[149, 90, 14]",10488,"[210, 131, 13]",20113,"[210, 189, 119]",5154,"[239, 176, 15]",bg_remove
blueberry,photo,"[52, 16, 183]",23,"[52, 71, 104]",32033,"[110, 134, 41]",4834,"[111, 141, 181]",26105,"[183, 187, 195]",18576,"[13, 25, 41]",bg_remove
celery,photo,"[39, 24, 83]",706,"[44, 59, 22]",16017,"[21, 8, 224]",152,"[142, 175, 51]",84266,"[206, 220, 160]",33004,"[79, 112, 15]",bg_remove
tiger,photo,"[59, 59, 66]",17512,"[99, 78, 54]",28414,"[132, 137, 143]",23403,"[218, 159, 88]",20366,"[204, 198, 190]",20907,"[165, 116, 62]",bg_remove
lion,photo,"[38, 27, 176]",48,"[120, 96, 71]",32188,"[140, 90, 41]",72509,"[206, 150, 82]",57973,"[210, 180, 143]",45453,"[79, 47, 15]",bg_remove
clear_sky,clipart,"[24, 24, 23]",1461,"[16, 31, 32]",1591,"[62, 73, 84]",1241,"[120, 130, 134]",351,"[118, 134, 171]",440,"[47, 48, 47]",bg_remove
olive,clipart,"[56, 44, 128]",155,"[64, 68, 35]",2098,"[36, 24, 239]",90,"[46, 101, 23]",643,"[146, 148, 40]",1817,"[101, 117, 8]",bg_remove
grassland,clipart,"[9, 10, 10]",2467,"[11, 24, 8]",4388,"[50, 87, 13]",1971,"[99, 139, 27]",812,"[117, 182, 20]",478,"[15, 48, 15]",bg_remove
cherry,clipart,"[107, 21, 168]",193,"[148, 35, 57]",10582,"[43, 93, 41]",7648,"[82, 155, 37]",7246,"[206, 188, 194]",4745,"[240, 16, 47]",bg_remove
carrot,clipart,"[52, 62, 97]",1720,"[67, 18, 188]",432,"[44, 106, 44]",9817,"[165, 100, 66]",3442,"[73, 164, 46]",13369,"[247, 120, 9]",bg_remove
sky,clipart,"[14, 22, 36]",5981,"[21, 55, 91]",1835,"[49, 67, 74]",3802,"[121, 128, 132]",1421,"[224, 223, 222]",1989,"[16, 48, 47]",bg_remove
clear_sea,clipart,"[12, 24, 40]",5570,"[36, 96, 99]",7923,"[57, 193, 191]",4248,"[169, 220, 184]",1008,"[217, 224, 224]",855,"[16, 48, 47]",bg_remove
lake,clipart,"[11, 18, 32]",605,"[8, 8, 98]",9,"[52, 104, 43]",3100,"[42, 118, 97]",2419,"[96, 157, 41]",1350,"[15, 48, 15]",bg_remove
banana,clipart,"[27, 41, 95]",1633,"[14, 15, 216]",386,"[110, 75, 36]",5738,"[80, 114, 104]",2748,"[188, 173, 69]",11633,"[240, 207, 15]",bg_remove
crocodile,clipart,"[67, 32, 153]",390,"[58, 82, 68]",10161,"[142, 61, 78]",588,"[56, 103, 37]",9973,"[181, 170, 123]",6330,"[56, 144, 13]",bg_remove
tangerine,clipart,"[28, 24, 102]",317,"[24, 8, 232]",164,"[93, 109, 59]",2765,"[247, 98, 8]",9968,"[241, 117, 11]",9253,"[247, 154, 9]",bg_remove
polluted_sky,clipart,"[19, 22, 36]",1472,"[79, 79, 75]",7597,"[122, 115, 97]",4716,"[188, 179, 144]",1387,"[209, 214, 216]",801,"[47, 48, 47]",bg_remove
eggplant,clipart,"[76, 12, 93]",10095,"[118, 29, 203]",281,"[79, 98, 42]",6415,"[122, 169, 39]",9620,"[174, 160, 170]",9988,"[57, 9, 57]",bg_remove
tomato,clipart,"[59, 81, 58]",5660,"[188, 48, 26]",8734,"[91, 94, 186]",312,"[43, 120, 55]",4857,"[180, 106, 77]",7032,"[241, 47, 11]",bg_remove
apple,clipart,"[43, 35, 159]",77,"[242, 136, 37]",2352,"[81, 223, 235]",3113,"[215, 214, 72]",4301,"[229, 225, 195]",5835,"[248, 9, 7]",bg_remove
desert,clipart,"[14, 16, 57]",21,"[76, 56, 36]",949,"[181, 95, 55]",1128,"[166, 124, 94]",1344,"[228, 129, 54]",1424,"[240, 180, 97]",bg_remove
peach,clipart,"[22, 20, 96]",119,"[93, 125, 43]",2486,"[241, 71, 70]",4833,"[247, 180, 68]",8607,"[239, 200, 108]",4698,"[247, 105, 89]",bg_remove
blueberry,clipart,"[74, 73, 49]",1546,"[88, 4, 226]",44,"[63, 88, 189]",2617,"[80, 147, 41]",3942,"[110, 134, 174]",7115,"[57, 79, 124]",bg_remove
polluted_sea,clipart,"[13, 20, 34]",3498,"[46, 104, 111]",8902,"[32, 113, 102]",4051,"[43, 226, 190]",762,"[217, 221, 221]",836,"[16, 48, 47]",bg_remove
forest,clipart,"[26, 37, 20]",4082,"[65, 49, 32]",4667,"[95, 55, 34]",7364,"[67, 117, 41]",491,"[171, 104, 40]",1506,"[144, 80, 48]",bg_remove
celery,clipart,"[62, 39, 99]",1002,"[85, 12, 225]",276,"[58, 91, 31]",9286,"[74, 134, 16]",22638,"[204, 218, 148]",9804,"[111, 176, 15]",bg_remove
lively_forest,clipart,"[65, 8, 149]",10,"[97, 36, 24]",3070,"[35, 87, 33]",4798,"[191, 68, 23]",2688,"[108, 163, 36]",1740,"[15, 48, 15]",bg_remove
penguin,clipart,"[28, 26, 159]",34,"[218, 97, 51]",3493,"[240, 191, 53]",2401,"[227, 229, 230]",12041,"[244, 242, 223]",13639,"[8, 24, 56]",bg_remove
quiet_forest,clipart,"[26, 36, 24]",1513,"[64, 35, 32]",4983,"[60, 71, 26]",461,"[113, 52, 38]",3308,"[209, 87, 40]",160,"[144, 80, 48]",bg_remove
flamingo,clipart,"[70, 92, 87]",2442,"[31, 77, 248]",2,"[223, 117, 137]",6086,"[44, 178, 146]",982,"[207, 148, 154]",4328,"[244, 75, 92]",bg_remove
fox,clipart,"[22, 47, 175]",402,"[153, 76, 41]",7579,"[71, 105, 101]",4742,"[224, 172, 135]",4702,"[241, 237, 219]",21115,"[239, 112, 15]",bg_remove
mushroom,clipart,"[109, 64, 50]",5853,"[92, 120, 44]",2720,"[204, 158, 111]",12765,"[90, 248, 51]",9,"[242, 224, 176]",11404,"[244, 88, 70]",bg_remove
grape,clipart,"[73, 74, 32]",3709,"[95, 61, 92]",12091,"[76, 9, 230]",52,"[90, 141, 34]",5534,"[46, 248, 42]",89,"[79, 16, 48]",bg_remove
ocean,clipart,"[18, 27, 27]",23745,"[45, 76, 87]",6615,"[32, 93, 93]",6348,"[220, 8, 8]",3,"[128, 162, 157]",1468,"[16, 48, 47]",bg_remove
elephant,clipart,"[39, 34, 53]",1876,"[97, 96, 100]",11690,"[51, 151, 126]",294,"[192, 159, 81]",292,"[235, 135, 133]",1366,"[154, 152, 151]",bg_remove
corn,clipart,"[83, 30, 188]",431,"[91, 88, 45]",5486,"[208, 120, 19]",7098,"[238, 167, 24]",12128,"[240, 206, 58]",14975,"[111, 176, 15]",bg_remove
lion,clipart,"[34, 62, 172]",156,"[188, 76, 11]",4516,"[241, 155, 12]",9028,"[234, 182, 47]",3452,"[202, 203, 180]",3720,"[144, 47, 16]",bg_remove
mountains,clipart,"[150, 63, 42]",36,"[81, 118, 98]",10538,"[85, 135, 171]",11037,"[113, 145, 90]",2925,"[202, 217, 219]",7779,"[47, 80, 112]",bg_remove
peacock,clipart,"[33, 45, 91]",1343,"[15, 34, 143]",1406,"[12, 30, 213]",1003,"[71, 131, 70]",7489,"[181, 142, 76]",3604,"[16, 79, 47]",bg_remove
glacier,clipart,"[111, 13, 10]",21,"[57, 91, 108]",4083,"[27, 124, 201]",8728,"[60, 167, 220]",17375,"[218, 238, 241]",3540,"[146, 215, 242]",bg_remove
tiger,clipart,"[28, 28, 53]",18460,"[22, 33, 200]",122,"[118, 75, 39]",23058,"[110, 109, 114]",26734,"[212, 209, 202]",34610,"[240, 144, 15]",bg_remove
clear_sea,query,"[24, 25, 30]",5800,"[42, 44, 85]",139,"[74, 92, 91]",3368,"[127, 108, 77]",1010,"[184, 184, 176]",1509,"[47, 48, 47]",bg_remove
sky,query,"[20, 26, 26]",5494,"[30, 55, 69]",2080,"[93, 81, 66]",1409,"[85, 96, 99]",2681,"[143, 151, 153]",692,"[47, 48, 47]",bg_remove
polluted_sky,query,"[55, 68, 147]",156,"[135, 85, 65]",897,"[123, 135, 127]",2457,"[86, 156, 75]",246,"[164, 154, 53]",396,"[47, 48, 47]",bg_remove
grassland,query,"[9, 9, 225]",6,"[91, 79, 46]",6864,"[67, 100, 23]",1443,"[125, 96, 32]",2941,"[182, 148, 46]",2106,"[48, 48, 15]",bg_remove
quiet_forest,query,"[24, 26, 26]",1980,"[63, 83, 47]",1711,"[96, 84, 58]",1140,"[53, 103, 35]",502,"[162, 168, 116]",1241,"[48, 48, 15]",bg_remove
ocean,query,"[17, 21, 35]",2149,"[7, 8, 248]",1,"[87, 76, 69]",2099,"[84, 110, 131]",916,"[161, 142, 117]",874,"[47, 48, 47]",bg_remove
glacier,query,"[10, 10, 11]",26183,"[34, 43, 61]",4231,"[119, 35, 166]",183,"[117, 124, 131]",2054,"[150, 133, 40]",87,"[16, 48, 47]",bg_remove
lake,query,"[9, 10, 11]",30218,"[44, 68, 85]",1926,"[50, 122, 166]",923,"[182, 93, 53]",57,"[126, 117, 99]",859,"[16, 48, 47]",bg_remove
lively_forest,query,"[13, 12, 12]",7196,"[46, 79, 46]",1753,"[103, 90, 42]",781,"[136, 141, 128]",1014,"[142, 149, 85]",548,"[42, 40, 25]",bg_remove
polluted_sea,query,"[124, 44, 57]",181,"[98, 91, 86]",4304,"[57, 122, 111]",1696,"[185, 141, 66]",396,"[169, 169, 169]",2497,"[47, 48, 47]",bg_remove
peacock,query,"[49, 81, 60]",3682,"[41, 78, 107]",2555,"[26, 82, 168]",1106,"[111, 98, 91]",4390,"[184, 181, 176]",2938,"[47, 48, 47]",bg_remove
